日期,排名,极度推荐,极度推荐排名,V1.50极度分,V1.50优选分,V1.50当前强度,V1.50结构确认,V1.50修复质量,V1.50启动质量,V1.50量价协同,V1.50超热扣分,涨停基因分,原极度推荐分,代码,名称,推荐度,今日涨跌%,相对强度,RSI14,KDJ状态,20日涨幅%,60日高点回撤%,关注理由
2025-12-03,1,极度推荐,1,81.3,82.5,71.3,70.0,100.0,70.1,100.0,0.0,63.3,85.3,002658,雪迪龙,48.4,1.63,59.2,50.82,多头,1.75,-15.91,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.8%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.45，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-12-03,2,极度推荐,2,78.6,79.5,73.8,70.0,100.0,74.1,60.0,0.0,63.7,80.8,601011,宝泰隆,52.2,2.32,60.9,53.29,多头,-8.1,-18.31,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-8.1%，短线约10.6%，已经偏热，继续追价的性价比下降。近期5/20成交量比约0.61，量能处于收缩状态，但当前量比约2.09，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-12-04,1,极度推荐,1,75.3,74.7,73.8,57.0,79.0,74.7,95.0,0.0,70.4,73.9,002374,中锐股份,53.7,0.59,62.0,51.49,多头,8.54,-25.92,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约8.5%，近5日约4.6%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.50，前期有明显缩量，而当前量比约1.07，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-05,1,极度推荐,1,78.5,77.0,61.4,70.0,93.0,87.1,100.0,0.0,49.9,78.6,002546,新联电子,53.8,1.78,47.2,47.96,多头,-10.57,-16.77,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-10.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.58，前期有明显缩量，而当前量比约1.06，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-05,2,极度推荐,2,76.1,74.9,58.9,80.0,72.0,87.1,100.0,0.0,54.9,72.0,002793,罗欣药业,54.5,-0.56,48.3,49.04,多头,-0.74,-8.22,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.77，前期有明显缩量，而当前量比约1.53，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-08,1,极度推荐,1,74.3,73.0,59.4,57.0,90.0,85.1,95.0,0.0,66.9,77.1,000533,顺钠股份,54.9,0.0,43.6,49.71,多头,-18.61,-23.24,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-18.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.43，前期有明显缩量，而当前量比约1.23，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-12-08,2,极度推荐,2,73.5,72.6,63.3,57.0,75.0,85.7,100.0,0.0,60.9,75.0,002314,南山控股,41.9,0.98,49.8,47.49,多头,-5.21,-10.43,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.2%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.76，前期有明显缩量，而当前量比约1.03，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-12-09,1,极度推荐,1,74.6,73.6,65.7,57.0,85.0,74.7,95.0,0.0,70.4,76.2,002256,兆新股份,43.4,0.58,52.7,50.78,多头,-4.71,-21.28,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-4.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.41，前期有明显缩量，而当前量比约1.20，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-09,2,极度推荐,2,73.5,72.7,66.2,57.0,79.0,72.7,95.0,0.0,69.7,73.7,000061,农产品,44.6,0.32,53.7,48.77,多头,1.19,-13.81,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.2%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.42，前期有明显缩量，而当前量比约1.46，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-10,1,极度推荐,1,78.0,77.2,58.9,100.0,93.0,63.7,95.0,3.0,87.6,84.2,000892,欢瑞世纪,63.4,-1.27,59.7,52.91,多头,9.1,-20.1,当前仍站在20日线之上，20日线相对60日线高约12.5%，但短线均线结构还不算特别强。近20日上涨约9.1%，近5日约5.0%，上涨速度相对温和，没有明显进入加速末端。近期量能没有明显收缩，5/20成交量比约0.91，因此“底部缩量”的特征并不突出。过去250个交易日有16次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约5.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-11,1,极度推荐,1,82.1,83.1,73.0,70.0,100.0,76.1,100.0,0.0,62.5,83.4,603169,兰石重装,39.5,1.24,60.9,50.99,多头,-5.21,-18.76,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.2%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.63，前期有明显缩量，而当前量比约1.16，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约5.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-12-17,1,极度推荐,1,86.4,84.2,66.7,95.0,100.0,85.1,100.0,0.0,67.8,86.2,002108,沧州明珠,41.8,0.83,52.4,52.07,多头,-7.97,-14.16,当前仍站在20日线之上，20日线相对60日线高约5.6%，但短线均线结构还不算特别强。近20日上涨约-8.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.79，前期有明显缩量，而当前量比约1.13，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-19,1,极度推荐,1,77.8,77.2,67.3,57.0,90.0,87.1,100.0,0.0,50.7,80.5,000558,天府文旅,68.4,1.68,53.7,48.93,多头,3.42,-23.35,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约3.4%，近5日约3.0%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.59，前期有明显缩量，而当前量比约1.30，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-19,2,极度推荐,2,76.1,75.8,64.7,58.0,90.0,84.1,100.0,0.0,44.9,80.2,603980,吉华集团,55.8,1.78,50.7,43.86,多头,-0.77,-18.28,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.8%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.83，量能处于收缩状态，但当前量比约1.03，启动力度还需要继续观察。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-19,3,极度推荐,3,73.3,72.4,60.1,57.0,83.0,77.1,100.0,0.0,55.8,80.2,000545,金浦钛业,58.7,2.85,54.8,46.06,多头,4.71,-16.47,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约4.7%，近5日约2.1%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.08，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-23,1,极度推荐,1,88.5,89.4,76.5,95.0,100.0,81.1,100.0,0.0,63.2,84.0,002578,闽发铝业,62.1,0.22,64.5,53.6,多头,13.97,-16.3,当前仍站在20日线之上，20日线相对60日线高约11.5%，但短线均线结构还不算特别强。近20日上涨约14.0%，短线约8.6%，已经偏热，继续追价的性价比下降。5/20成交量比约0.74，前期有明显缩量，而当前量比约1.10，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.9%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-23,2,极度推荐,2,79.8,79.2,67.0,65.0,90.0,85.1,100.0,0.0,70.9,80.4,600281,华阳新材,70.6,0.5,54.1,48.92,多头,1.51,-11.92,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.57，前期有明显缩量，而当前量比约1.60，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有13次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-24,1,极度推荐,1,78.4,83.4,72.6,85.0,90.0,92.1,100.0,6.0,62.0,83.1,002790,瑞尔特,70.3,2.49,60.0,51.88,多头,3.78,-31.54,当前仍站在20日线之上，20日线相对60日线高约2.9%，但短线均线结构还不算特别强。近20日上涨约3.8%，短线约8.4%，已经偏热，继续追价的性价比下降。5/20成交量比约0.75，前期有明显缩量，而当前量比约1.02，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-26,1,极度推荐,1,76.7,75.1,60.9,57.0,100.0,76.1,100.0,0.0,75.0,88.0,600635,大众公用,51.8,1.69,46.1,45.61,多头,-19.44,-21.07,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-19.4%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.58，前期有明显缩量，而当前量比约1.29，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-30,1,极度推荐,1,88.2,90.3,82.0,85.0,90.0,94.1,100.0,0.0,61.6,79.9,002519,银河电子,69.6,1.43,69.8,58.21,多头,7.76,-12.1,当前仍站在20日线之上，20日线相对60日线高约18.7%，但短线均线结构还不算特别强。近20日上涨约7.8%，短线约13.9%，已经偏热，继续追价的性价比下降。5/20成交量比约0.66，前期有明显缩量，而当前量比约1.08，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-06,1,极度推荐,1,78.6,77.4,65.1,57.0,96.0,84.1,100.0,0.0,67.8,87.2,002285,世联行,50.0,1.34,51.0,51.15,多头,-1.63,-16.11,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.77，前期有明显缩量，而当前量比约1.19，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-06,2,极度推荐,2,73.1,72.0,59.1,57.0,88.0,80.1,95.0,0.0,50.7,78.4,600227,赤天化,62.0,2.48,44.8,46.17,多头,-12.37,-20.0,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-12.4%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.48，前期有明显缩量，而当前量比约1.31，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-01-07,1,极度推荐,1,86.8,85.0,68.3,100.0,100.0,84.1,83.0,0.0,57.0,80.5,002584,西陇科学,65.8,1.29,55.8,55.61,多头,3.85,-2.98,当前仍站在20日线之上，20日线相对60日线高约4.0%，但短线均线结构还不算特别强。近20日上涨约3.8%，近5日约3.6%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.88，量能处于收缩状态，但当前量比约1.69，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-07,2,极度推荐,2,83.3,82.2,67.7,80.0,91.0,89.1,100.0,0.0,71.0,84.5,002251,步步高,67.2,0.36,54.9,50.78,多头,6.15,-13.75,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约6.2%，近5日约2.8%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.58，前期有明显缩量，而当前量比约1.33，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-01-08,1,极度推荐,1,80.4,78.6,61.6,85.0,90.0,96.1,83.0,0.0,67.0,81.7,600981,苏豪汇鸿,59.3,2.17,47.3,51.84,多头,-11.56,-19.76,当前仍站在20日线之上，20日线相对60日线高约5.2%，但短线均线结构还不算特别强。近20日上涨约-11.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.68，前期有明显缩量，而当前量比约1.63，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-01-09,1,极度推荐,1,80.4,79.2,64.3,70.0,90.0,93.1,100.0,0.0,70.4,84.5,600868,梅雁吉祥,58.2,0.57,49.2,52.14,多头,-6.08,-14.46,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-6.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.61，前期有明显缩量，而当前量比约1.05，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-09,2,极度推荐,2,78.4,77.4,59.6,65.0,91.0,96.1,100.0,0.0,51.7,82.4,603366,日出东方,64.1,0.41,44.9,47.17,多头,-3.48,-27.54,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.64，前期有明显缩量，而当前量比约1.30，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-01-12,1,极度推荐,1,87.3,85.5,62.3,95.0,100.0,98.1,100.0,0.0,53.7,85.0,000017,深中华A,57.5,1.38,48.3,54.26,多头,2.27,-12.24,当前仍站在20日线之上，20日线相对60日线高约5.6%，但短线均线结构还不算特别强。近20日上涨约2.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.74，前期有明显缩量，而当前量比约1.19，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-12,2,极度推荐,2,84.4,82.3,61.3,100.0,90.0,92.1,100.0,0.0,53.3,83.1,002593,日上集团,50.3,1.0,46.5,51.26,多头,-2.72,-21.17,当前仍站在20日线之上，20日线相对60日线高约0.9%，但短线均线结构还不算特别强。近20日上涨约-2.7%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.83，量能处于收缩状态，但当前量比约1.03，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-01-13,1,极度推荐,1,83.7,82.9,64.7,95.0,91.0,90.1,100.0,0.0,47.0,76.7,605500,森林包装,62.3,0.67,51.8,50.6,空头,5.24,-10.5,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约5.2%，近5日约1.0%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.59，前期有明显缩量，而当前量比约1.24，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-19,1,极度推荐,1,81.5,79.8,65.4,95.0,83.0,79.1,100.0,0.0,51.5,74.1,002652,扬子新材,70.4,0.0,51.3,53.45,多头,13.84,-17.08,当前仍站在20日线之上，20日线相对60日线高约3.0%，但短线均线结构还不算特别强。近20日上涨约13.8%，近5日约-0.5%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.81，量能处于收缩状态，但当前量比约1.03，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-20,1,极度推荐,1,80.6,78.4,64.1,100.0,80.0,74.1,95.0,0.0,71.0,76.9,002256,兆新股份,38.4,1.9,50.9,55.57,多头,0.8,-13.96,当前仍站在20日线之上，20日线相对60日线高约3.3%，但短线均线结构还不算特别强。近20日上涨约0.8%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.01，因此“底部缩量”的特征并不突出。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.9%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-22,1,极度推荐,1,84.0,82.9,63.6,100.0,80.0,95.1,100.0,0.0,52.5,78.0,601068,中铝国际,80.3,1.72,50.1,58.41,多头,4.98,-5.9,当前仍站在20日线之上，20日线相对60日线高约6.4%，但短线均线结构还不算特别强。近20日上涨约5.0%，近5日约1.9%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.44，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-23,1,极度推荐,1,85.5,84.3,60.8,95.0,91.0,100.0,100.0,0.0,54.4,82.4,600960,渤海汽车,80.5,1.46,47.1,54.6,多头,3.15,-6.55,当前仍站在20日线之上，20日线相对60日线高约3.7%，但短线均线结构还不算特别强。近20日上涨约3.2%，近5日约0.9%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.56，前期有明显缩量，而当前量比约1.23，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-23,2,极度推荐,2,82.7,81.7,65.8,100.0,83.0,84.7,100.0,0.0,77.5,79.4,601399,国机重装,80.8,2.11,53.4,59.02,空头,11.54,-12.78,当前仍站在20日线之上，20日线相对60日线高约20.8%，但短线均线结构还不算特别强。近20日上涨约11.5%，近5日约2.7%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.28，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-01-26,1,极度推荐,1,77.3,76.1,63.0,95.0,72.0,79.1,100.0,0.0,70.4,73.0,000952,广济药业,52.8,1.56,51.1,49.88,空头,7.15,-25.24,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约7.2%，近5日约-1.5%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.72，前期有明显缩量，而当前量比约1.27，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-01-29,1,极度推荐,1,77.3,75.5,63.1,80.0,85.0,79.7,83.0,0.0,70.7,74.0,600179,安通控股,53.8,0.0,48.1,52.84,多头,-6.56,-21.68,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-6.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.63，前期有明显缩量，而当前量比约1.69，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-03,1,极度推荐,1,85.1,83.2,62.2,100.0,91.0,94.1,100.0,0.0,48.5,81.6,002652,扬子新材,51.6,2.74,56.4,56.03,多头,4.04,-15.23,当前仍站在20日线之上，20日线相对60日线高约2.8%，但短线均线结构还不算特别强。近20日上涨约4.0%，近5日约2.2%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.75，前期有明显缩量，而当前量比约1.20，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-04,1,极度推荐,1,88.7,87.4,68.4,95.0,100.0,95.1,100.0,0.0,56.9,83.4,600620,天宸股份,66.9,2.3,54.9,58.15,多头,-0.14,-4.44,当前仍站在20日线之上，20日线相对60日线高约6.1%，但短线均线结构还不算特别强。近20日上涨约-0.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.72，前期有明显缩量，而当前量比约1.09，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-04,2,极度推荐,2,85.5,84.1,65.1,95.0,91.0,96.1,95.0,0.0,50.7,80.4,603617,君禾股份,61.0,0.9,50.8,53.39,多头,0.13,-5.1,当前仍站在20日线之上，20日线相对60日线高约3.1%，但短线均线结构还不算特别强。近20日上涨约0.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.53，前期有明显缩量，而当前量比约1.02，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-04,3,极度推荐,3,84.3,82.9,67.3,95.0,91.0,79.1,100.0,0.0,52.4,80.6,601956,东贝集团,63.9,2.5,54.5,53.78,多头,3.22,-6.11,当前仍站在20日线之上，20日线相对60日线高约1.8%，但短线均线结构还不算特别强。近20日上涨约3.2%，近5日约2.1%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.88，量能处于收缩状态，但当前量比约1.09，启动力度还需要继续观察。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-05,1,极度推荐,1,87.5,88.7,75.2,95.0,100.0,86.1,83.0,0.0,59.5,79.8,000417,合百集团,77.9,2.13,63.8,57.56,多头,10.05,-8.85,当前仍站在20日线之上，20日线相对60日线高约6.4%，但短线均线结构还不算特别强。近20日上涨约10.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.58，前期有明显缩量，而当前量比约1.67，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
